101,60,1.0
101,199,4.0
101,49,2.0
101,157,2.0
101,188,4.0
101,98,1.0
101,40,3.0
101,176,1.0
101,9,1.0
102,15,5.0
102,90,4.0
102,109,5.0
102,88,3.0
102,103,5.0
102,161,2.0
102,118,2.0
102,156,4.0
102,63,4.0
102,156,1.0
103,74,5.0
103,202,4.0
103,150,2.0
103,120,5.0
103,199,4.0
103,62,3.0
103,18,3.0
103,18,3.0
103,15,2.0
103,56,1.0
103,116,2.0
103,182,2.0
103,175,4.0
103,64,5.0
104,163,5.0
104,132,1.0
104,20,3.0
104,61,1.0
104,116,3.0
104,42,3.0
104,123,4.0
104,44,5.0
105,191,1.0
105,46,1.0
105,12,4.0
105,121,2.0
105,58,4.0
105,18,5.0
105,36,3.0
105,101,1.0
105,145,4.0
106,197,2.0
106,43,2.0
106,20,2.0
106,37,4.0
106,157,2.0
106,44,4.0
106,68,4.0
106,212,2.0
106,199,3.0
106,85,4.0
106,3,3.0
107,153,2.0
107,52,1.0
107,103,4.0
107,173,4.0
107,32,5.0
107,44,5.0
107,118,2.0
107,194,2.0
107,186,1.0
108,29,2.0
108,77,1.0
108,131,2.0
108,209,3.0
108,196,2.0
108,4,1.0
108,24,4.0
108,110,3.0
108,122,2.0
109,113,5.0
109,197,1.0
109,19,4.0
109,2,2.0
109,78,2.0
109,64,1.0
109,71,1.0
109,127,2.0
109,21,3.0
109,22,4.0
109,119,5.0
1010,96,1.0
1010,84,3.0
1010,68,5.0
1010,170,5.0
1010,95,5.0
1010,198,2.0
1010,125,1.0
1010,38,5.0
1011,125,1.0
1011,80,4.0
1011,187,3.0
1012,103,4.0
1012,73,4.0
1012,186,5.0
1012,20,1.0
1012,97,1.0
1013,88,2.0
1013,122,3.0
1013,117,4.0
1013,42,1.0
1013,9,5.0
1013,112,2.0
1013,144,1.0
1013,44,3.0
1013,205,2.0
1013,170,4.0
1014,41,2.0
1014,106,1.0
1014,52,3.0
1014,84,2.0
1014,116,4.0
1014,114,4.0
1014,182,5.0
1014,86,5.0
1014,15,1.0
1014,80,5.0
1014,71,1.0
1015,199,2.0
1015,3,5.0
1015,75,3.0
1015,33,3.0
1015,40,4.0
1015,59,2.0
1015,20,4.0
1015,17,1.0
1016,119,3.0
1016,144,3.0
1016,199,3.0
1016,121,5.0
1016,12,1.0
1016,34,1.0
1016,172,3.0
1016,211,2.0
1016,14,2.0
1016,47,4.0
1016,59,1.0
1016,180,5.0
1016,148,1.0
1017,168,1.0
1017,131,4.0
1017,59,1.0
1018,168,3.0
1018,147,3.0
1018,112,5.0
1018,63,2.0
1018,85,2.0
1018,164,3.0
1018,70,2.0
1018,31,5.0
1018,135,2.0
1018,39,4.0
1019,4,2.0
1019,10,2.0
1019,184,5.0
1019,147,3.0
1019,6,4.0
1019,30,4.0
1019,146,2.0
1019,78,5.0
1019,49,1.0
1020,52,1.0
1020,87,5.0
1020,136,5.0
1020,209,1.0
1021,159,5.0
1021,44,5.0
1021,204,2.0
1022,70,5.0
1022,108,3.0
1022,201,1.0
1022,143,4.0
1022,59,1.0
1022,188,5.0
1022,178,4.0
1022,153,5.0
1022,173,4.0
1022,114,2.0
1022,87,2.0
1022,117,3.0
1022,140,4.0
1022,86,2.0
1023,37,5.0
1023,138,2.0
1023,122,4.0
1023,24,4.0
1024,110,1.0
1024,185,5.0
1024,44,3.0
1024,22,3.0
1024,98,2.0
1024,118,5.0
1024,6,1.0
1024,89,2.0
1024,193,3.0
1024,82,3.0
1024,199,4.0
1024,62,4.0
1024,18,2.0
1024,177,1.0
1024,185,1.0
1025,201,2.0
1025,89,4.0
1025,50,3.0
1025,39,5.0
1025,134,1.0
1025,52,3.0
1025,162,5.0
1025,1,2.0
1025,35,1.0
1025,130,4.0
1025,71,3.0
1026,83,4.0
1026,15,5.0
1026,124,4.0
1026,101,5.0
1026,120,2.0
1027,164,2.0
1027,155,3.0
1027,199,1.0
1027,87,3.0
1027,79,3.0
1027,126,2.0
1027,34,2.0
1027,88,4.0
1027,191,1.0
1027,58,2.0
1027,63,5.0
1028,98,2.0
1028,176,2.0
1028,20,5.0
1028,175,4.0
1028,26,3.0
1028,53,1.0
1028,154,5.0
1029,117,1.0
1029,106,4.0
1029,9,4.0
1029,49,2.0
1029,70,4.0
1029,57,5.0
1029,165,3.0
1029,152,4.0
1029,15,2.0
1029,14,2.0
1030,104,4.0
1030,202,2.0
1030,159,4.0
1030,10,2.0
1030,73,1.0
1030,10,5.0
1030,7,2.0
1030,184,5.0
1031,69,5.0
1031,125,4.0
1031,42,1.0
1032,113,2.0
1032,94,1.0
1032,32,3.0
1032,155,4.0
1032,139,4.0
1032,88,3.0
1032,151,4.0
1032,97,5.0
1032,60,5.0
1032,73,4.0
1033,118,4.0
1033,121,4.0
1033,135,3.0
1033,23,5.0
1033,142,3.0
1033,40,4.0
1033,67,2.0
1033,205,4.0
1033,40,1.0
1033,84,5.0
1033,71,2.0
1034,160,5.0
1034,165,4.0
1034,74,1.0
1034,61,1.0
1034,173,4.0
1034,53,5.0
1035,168,4.0
1035,149,5.0
1035,165,1.0
1035,10,4.0
1035,116,4.0
1035,68,4.0
1036,96,1.0
1036,109,1.0
1036,143,5.0
1036,120,3.0
1036,75,4.0
1036,32,3.0
1036,147,4.0
1036,35,1.0
1036,123,4.0
1036,23,1.0
1036,154,2.0
1036,134,1.0
1037,204,2.0
1037,68,4.0
1037,38,2.0
1037,124,1.0
1037,19,3.0
1037,95,4.0
1037,140,2.0
1037,103,3.0
1037,134,3.0
1037,56,2.0
1037,95,4.0
1038,77,1.0
1038,120,1.0
1038,91,4.0
1038,83,2.0
1038,68,4.0
1039,111,3.0
1039,110,4.0
1039,99,1.0
1040,147,3.0
1040,162,5.0
1040,47,3.0
1040,185,2.0
1041,123,1.0
1041,55,5.0
1041,96,4.0
1041,210,2.0
1041,120,5.0
1041,8,2.0
1042,98,4.0
1042,2,3.0
1042,188,1.0
1042,210,5.0
1042,10,2.0
1043,190,4.0
1043,97,4.0
1043,119,1.0
1043,208,5.0
1043,55,5.0
1044,143,5.0
1044,67,3.0
1044,111,4.0
1044,171,5.0
1044,34,4.0
1045,202,4.0
1045,69,4.0
1045,46,2.0
1045,137,1.0
1045,41,2.0
1045,64,5.0
1045,69,2.0
1045,96,4.0
1045,96,2.0
1045,29,4.0
1046,121,1.0
1046,22,4.0
1046,134,2.0
1046,119,2.0
1046,202,1.0
1046,134,1.0
1046,207,1.0
1046,99,2.0
1046,26,4.0
1047,203,5.0
1047,21,5.0
1047,82,1.0
1048,46,4.0
1048,136,5.0
1048,75,5.0
1048,89,4.0
1048,130,4.0
1048,179,3.0
1048,175,5.0
1049,94,5.0
1049,127,3.0
1049,210,5.0
1049,36,4.0
1049,144,3.0
1049,110,4.0
1049,117,4.0
1049,162,3.0
1049,54,4.0
1050,68,4.0
1050,7,2.0
1050,18,1.0
1050,79,3.0
1050,38,1.0
1050,150,1.0
1050,121,2.0
1051,13,2.0
1051,165,2.0
1051,77,2.0
1051,194,5.0
1052,34,3.0
1052,138,3.0
1052,57,4.0
1052,145,3.0
1053,114,4.0
1053,40,1.0
1053,57,2.0
1053,206,5.0
1053,69,4.0
1053,116,4.0
1053,164,3.0
1053,51,3.0
1053,10,5.0
1053,189,4.0
1053,184,1.0
1053,2,4.0
1053,1,4.0
1054,98,1.0
1054,9,5.0
1054,192,4.0
1054,130,2.0
1054,162,2.0
1054,133,5.0
1054,193,4.0
1054,43,1.0
1054,37,1.0
1054,36,3.0
1054,54,4.0
1055,113,5.0
1055,179,1.0
1055,71,1.0
1055,147,4.0
1055,105,4.0
1055,171,2.0
1055,136,2.0
1055,170,5.0
1055,104,5.0
1055,185,3.0
1056,203,2.0
1056,209,1.0
1056,45,2.0
1056,145,4.0
1056,30,3.0
1056,35,4.0
1056,25,2.0
1056,158,2.0
1056,114,2.0
1056,4,2.0
1057,108,4.0
1057,166,2.0
1057,113,5.0
1057,40,4.0
1057,79,5.0
1057,131,5.0
1057,75,4.0
1057,185,3.0
1057,165,5.0
1057,26,5.0
1057,23,2.0
1058,46,3.0
1058,128,4.0
1058,110,1.0
1058,14,4.0
1058,92,5.0
1058,40,4.0
1058,117,4.0
1058,41,4.0
1058,95,4.0
1058,144,5.0
1059,208,4.0
1059,105,4.0
1059,32,4.0
1059,85,5.0
1059,39,4.0
1059,87,1.0
1059,90,3.0
1059,10,5.0
1059,135,1.0
1059,177,1.0
1060,184,3.0
1060,149,2.0
1060,19,5.0
1060,104,4.0
1061,118,5.0
1061,199,4.0
1061,179,2.0
1061,26,4.0
1061,111,4.0
1061,25,4.0
1061,90,2.0
1061,126,3.0
1061,128,3.0
1061,72,1.0
1061,110,2.0
1061,96,4.0
1061,161,4.0
1061,185,3.0
1061,167,1.0
1061,78,3.0
1061,109,2.0
1061,141,1.0
1062,173,4.0
1062,148,3.0
1062,4,3.0
1062,165,5.0
1062,189,2.0
1062,195,5.0
1062,97,1.0
1062,117,3.0
1062,32,1.0
1063,161,2.0
1063,169,1.0
1063,37,2.0
1063,51,1.0
1063,113,1.0
1064,156,1.0
1064,1,1.0
1064,204,2.0
1064,122,1.0
1064,99,3.0
1065,137,2.0
1065,137,5.0
1065,156,3.0
1065,141,3.0
1065,144,4.0
1066,113,4.0
1066,118,3.0
1066,39,4.0
1066,154,5.0
1066,171,4.0
1067,40,3.0
1067,137,5.0
1067,8,3.0
1067,181,3.0
1067,51,4.0
1067,135,1.0
1068,16,1.0
1068,82,1.0
1068,19,4.0
1068,20,4.0
1068,171,4.0
1068,4,4.0
1068,77,2.0
1068,119,2.0
1069,168,3.0
1069,9,1.0
1069,38,5.0
1069,167,4.0
1069,186,1.0
1069,28,1.0
1069,193,4.0
1069,131,5.0
1069,21,4.0
1070,195,5.0
1070,43,3.0
1070,63,5.0
1071,169,1.0
1071,27,5.0
1071,148,3.0
1071,148,2.0
1071,194,3.0
1071,13,1.0
1071,167,5.0
1071,173,5.0
1071,141,5.0
1071,171,2.0
1071,66,5.0
1071,99,5.0
1071,185,3.0
1072,204,5.0
1072,118,5.0
1072,192,4.0
1072,83,4.0
1073,42,4.0
1073,35,5.0
1073,53,1.0
1073,111,5.0
1073,59,1.0
1073,170,4.0
1073,4,5.0
1073,13,1.0
1073,199,3.0
1073,4,1.0
1073,153,2.0
1074,167,5.0
1074,123,5.0
1074,51,3.0
1075,114,3.0
1075,182,2.0
1075,212,1.0
1075,210,2.0
1075,10,5.0
1075,159,1.0
1075,87,5.0
1075,85,5.0
1075,212,3.0
1075,170,2.0
1075,17,5.0
1075,24,3.0
1076,107,4.0
1076,27,2.0
1076,172,2.0
1076,47,4.0
1076,153,4.0
1077,203,4.0
1077,117,4.0
1077,181,1.0
1077,65,1.0
1077,126,4.0
1078,36,1.0
1078,79,4.0
1078,17,5.0
1078,159,1.0
1078,117,4.0
1078,107,1.0
1078,94,2.0
1079,85,4.0
1079,1,4.0
1079,183,2.0
1079,192,1.0
1080,135,1.0
1080,166,3.0
1080,94,4.0
1080,15,1.0
1080,196,2.0
1080,41,3.0
1081,124,2.0
1081,59,4.0
1081,30,4.0
